"Browse","Prebrskaj"
"Class","Razred"
"-- Not set --","-- Ni nastavljeno --"
"Copy/Cut/Paste is not available in Mozilla and Firefox.","Kopiranje/Rezanje/Lepljenje ni na voljo v Mozilli in Firefoxu."
"Currently not supported by your browser, use keyboard shortcuts instead.","Trenutno vašega brskalnika ne podpiramo, namesto tega uporabite bljižnice na tipkovnici."
"Sorry, but we have noticed that your popup-blocker has disabled a window that provides application functionality. You will need to disable popup blocking on this site in order to fully utilize this tool.","Oprostite, ampak ugotavljamo, da je vaš filter pojavnih oken onemogočil okno s funkcijami za aplikacijo. Izklopiti morate vaš filter za to spletišče, če hočete polno uporabiti to orodje."
"ERROR: Invalid values entered, these are marked in red.","NAPAKA: Vnešene so neveljavne vrednosti, označene so z rdečo barvo."
"{#field} must be a number","{#field} mora biti številka"
"{#field} must be a number greater than {#min}","{#field} mora biti številka večja od {#min}"
"{#field} must be a number or percentage","{#field} mora biti številka ali procent"
"More colors","Več barv"
"Black","Črna"
"Burnt orange","Zažgana oranžna"
"Dark olive","Temna olivna"
"Dark green","Temno zelena"
"Dark azure","Temna svetlomodra"
"Navy Blue","Mornarska modra"
"Very dark gray","Zelo temno zelena"
"Maroon","Kostanj"
"Orange","Oranžna"
"Olive","Olivna"
"Green","Zelena"
"Teal","Zeleno modra"
"Grayish blue","Sivomodra"
"Red","Rdeča"
"Amber","Jantar"
"Yellow green","Rumena zelena"
"Sea green","Mornarska zelena"
"Turquoise","Turkiz"
"Royal blue","Kraljevska modra"
"Purple","Vijolična"
"Medium gray","Srednja siva"
"Magenta","Škrlatna"
"Gold","Zlata"
"Yellow","Rumena"
"Lime","Limona"
"Aqua","Morska"
"Sky blue","Nebesno modra"
"Brown","Rjava"
"Silver","Srebrna"
"Pink","Roza"
"Peach","Breskev"
"Light yellow","Rahla rumena"
"Pale green","Bleda zelena"
"Pale cyan","Bled cijan"
"Light sky blue","Rahla nebesno modra"
"Plum","Sliva"
"White","Bela"
"Alignment","Poravnava"
"Full","Celotno"
"Insert date","Vstavi datum"
"Insert time","Vstavi uro"
"January","Januar"
"February","Februar"
"March","Marec"
"May","Maj"
"June","Junij"
"July","Julij"
"August","Avgust"
"October","Oktober"
"Jan_January_abbreviation","jan"
"Feb_February_abbreviation","feb"
"Mar_March_abbreviation","mar"
"Apr_April_abbreviation","apr"
"May_May_abbreviation","maj"
"Jun_June_abbreviation","jun"
"Jul_July_abbreviation","jul"
"Aug_August_abbreviation","avg"
"Sep_September_abbreviation","sep"
"Oct_October_abbreviation","okt"
"Nov_November_abbreviation","nov"
"Dec_December_abbreviation","dec"
"Sunday","Nedelja"
"Monday","Ponedeljek"
"Tuesday","Torek"
"Wednesday","Sreda"
"Thursday","Četrtek"
"Friday","Petek"
"Saturday","Sobota"
"Sun","Ned"
"Mon","Pon"
"Tue","Tor"
"Wed","Sre"
"Thu","Čet"
"Fri","Pet"
"Sat","Sob"
"Print","Tiskaj"
"Preview","Predogled"
"Direction left to right","Smer iz leve proti desni"
"Direction right to left","Smer iz desne proti levi"
"Insert new layer","Vstavi nov sloj"
"Move forward","Premakni naprej"
"Move backward","Premakni nazaj"
"Toggle absolute positioning","Ponastavi pozicijo"
"New layer...","Nov sloj..."
"Cancel all changes","Prekliči vse spremembe"
"Insert non-breaking space character","Vstavi znak brez preloma"
"Run spell checking","Preveri pravopis"
"ieSpell not detected. Do you want to install it now?","ieSpell ni naložen. Ga naložim?"
"Horizontal rule","Vodoravna črta"
"Emotions","Smeški"
"Find","Najdi"
"Find/Replace","Poišči/Zamenjaj"
"Insert/edit image","Vstavi/uredi sliko"
"Insert/edit link","Vstavi/uredi povezavo"
"Citation","Navajanje"
"Abbreviation","Okrajšava"
"Acronym","Akronim"
"Deletion","Izbris"
"Insertion","Vstavljanje"
"Insert/Edit Attributes","Vstavi/uredi lastnosti"
"Edit CSS Style","Urejanje CSS sloga"
"Paste as Plain Text","Prilepi kot navadno besedilo"
"Paste from Word","Prilepi iz Worda"
"Select All","Izberi vse"
"Paste is now in plain text mode. Click again to toggle back to regular paste mode. After you paste something you will be returned to regular paste mode.","Lepljenje je sedaj v prostem tekstovnem načinu. Ponovno kliknite, da vklopite navadno lepljenje. Potem, ko boste prilepili vsebino boste vrnjeni v način z navadnim lepljenjem."
"Paste is now in plain text mode. Click again to toggle back to regular paste mode.","Lepljenje je sedaj v prostem tekstovnem načinu. Ponovno kliknite, da vklopite navadno lepljenje."
"Use CTRL+V on your keyboard to paste the text into the window.","Uporabite CTRL+V, če hočete besedilo prilepiti."
"Keep linebreaks","Ohrani prelome vrstic"
"Inserts a new table","Vstavi novo tabelo"
"Insert row before","Zgoraj vstavi vrstico"
"Insert row after","Vstavi vrstico po"
"Delete row","Izbriši vrstico"
"Insert column before","Vstavi stolpec na levo"
"Insert column after","Vstavi stolpec po"
"Remove column","Odstrani stolpec"
"Split merged table cells","Razdeli združene celice"
"Merge table cells","Zlepi razdružene celice"
"Table row properties","Nastavitve vrstic tabele"
"Table cell properties","Nastavitve celice tabele"
"Table properties","Nastavitve tabele"
"Paste table row before","Zgoraj prilepi novo vrstico"
"Paste table row after","Spodaj prilepi novo vrstico"
"Cut table row","Izreži vrstico"
"Copy table row","Kopiraj vrstico"
"Delete table","Briši tabelo"
"Row","Vrstica"
"Column","Stolpec"
"Cell","Celica"
"The changes you made will be lost if you navigate away from this page.","Spremembe morate shraniti, preden zapustite to stran."
"Toggle fullscreen mode (Alt + Shift + G)","Preklopi celozaslonski način (Alt + Shift + G)"
"Insert / edit embedded media","Vstavi / uredi medijsko datoteko"
"Edit embedded media","Uredi vdelane datoteke"
"Document properties","Lastnosti dokumenta"
"Insert predefined template content","Vstavi predoločeno vsebino za to predlogo"
"Visual control characters on/off.","Vklopi/izklopi napredno urejanje."
"Toggle spellchecker (Alt + Shift + N)","Vklopi/izklopi preverjanje črkovanja (Alt + Shift + N)"
"Spellchecker settings","Nastavitve preverjanja pravopisa"
"Ignore word","Prezri besedo"
"Ignore all","Prezri vse"
"Languages","Jeziki"
"Please wait...","Prosim počakaje..."
"Suggestions","Predlogi"
"No suggestions","Ni predlogov"
"This is somewhat embarrassing, isn&rsquo;t it?","To je nekoliko neprijetno, kajne?"
"It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help.","Zdi se, da ne morem najti, kar iščete. Morda lahko pomaga iskalnik."
"Daily Archives: %s","Dnevni arhivi: %s"
"Monthly Archives: %s","Mesečni arhivi: %s"
"Yearly Archives: %s","Letni arhivi: %s"
"Author Archives: %s","Arhivi avtorja:%s"
"About %s","O %s"
"Category Archives: %s","Arhiv Kategorije: %s"
"One thought on &ldquo;%s&rdquo;","Ena misel na &ldquo;%s&rdquo;"
"%s thoughts on &ldquo;%s&rdquo;","%s misli na &ldquo;%s&rdquo;"
"Comment navigation","Navigacija komentarjev"
"&larr; Older Comments","&larr; Starejši komentarji"
"Newer Comments &rarr;","Novejši komentarji &rarr;"
"Permalink to %s","Trajna povezave do %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Beri naprej <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Pusti odgovor"
"1 Reply","1 Odgovor"
"%s Replies","%s Odgovorov"
"Nothing Found","Ni zadetkov"
"Apologies, but no results were found. Perhaps searching will help find a related post.","Oprostite, noben rezultat ni bil najden. Mogoče bo iskanje pripeljalo do sorodnega prispevka."
"Featured post","Ospredni prispevek"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","Poglej vse prispevke od %s <span class=\"meta-nav\">&rarr;</span>"
"Semantic Personal Publishing Platform","Semantična platforma za osebno objavljanje"
"Proudly powered by %s","Ponosno poganja %s"
"Primary Menu","Glavni meni"
"Page %s","Stran %s"
"Main Sidebar","Glavna stranska vrstica"
"Appears on posts and pages except the optional Front Page template, which has its own widgets","Pojavi se na straneh in prispevkih razen na prvi strani, katera ima lastne gradnike"
"First Front Page Widget Area","Prva orodna vrstica prve strani"
"Appears when using the optional Front Page template with a page set as Static Front Page","Pojavi se na prvi strani kadar je prva stran statično nastavljena"
"Second Front Page Widget Area","Druga orodna vrstica prve strani"
"Post navigation","Navigacija prispevkov"
"<span class=\"meta-nav\">&larr;</span> Older posts","<span class=\"meta-nav\">&larr;</span> Starejši prispevki"
"Newer posts <span class=\"meta-nav\">&rarr;</span>","Novejši prispevki <span class=\"meta-nav\">&rarr;</span>"
"Post author","Avtor prispevka"
"View all posts by %s","Poglej vsa sporočila od %s"
"This entry was posted in %s and tagged %s on %s<span class=\"by-author\"> by %s</span>.","Ta vnos je objavil <span class=\"by-author\">%s</span> %s v %s in označil z %s."
"This entry was posted in %s on %s<span class=\"by-author\"> by %s</span>.","Ta vnos je objavil <span class=\"by-author\">%s</span> %s v %s."
"This entry was posted on %s<span class=\"by-author\"> by %s</span>.","Ta vnos je objavil <span class=\"by-author\">%s</span> %s."
"Menu","Meni"
"Skip to content","Preskoči na vsebino"
"<span class=\"meta-prep meta-prep-entry-date\">Published </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Link to full-size image\">%s &times; %s</a> in <a href=\"%s\" title=\"Return to %s\" rel=\"gallery\">%s</a>.","<span class=\"meta-prep meta-prep-entry-date\">Objavljeno </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> ob <a href=\"%s\" title=\"Povezava na sliko polne velikosti\">%s &times; %s</a> in <a href=\"%s\" title=\"Nazaj na %s\" rel=\"gallery\">%s</a>"
"&larr; Previous","&larr; Prejšnja"
"Next &rarr;","Naslednja &rarr;"
"No posts to display","Ni prispevkov za prikaz"
"Ready to publish your first post? <a href=\"%s\">Get started here</a>.","Ste pripravljeni za vaš prvi prispevek? <a href=\"%s\">Začnite tukaj</a>."
"Search Results for: %s","Rezultati iskanja za: %s"
"Sorry, but nothing matched your search criteria. Please try again with some different keywords.","Žal se nič ne ujema vašim iskalnim kriterijem. Poskusite znova z drugačnimi ključnimi besedami."
"Tag Archives: %s","Arhivi značke: %s"
"The 2012 theme for WordPress is a fully responsive theme that looks great on any device. Features include a front page template with its own widgets, an optional display font, styling for post formats on both index and single views, and an optional no-sidebar page template. Make it yours with a custom menu, header image, and background.","Tema 2012 je popolnoma odzivna in je popolnega videza na vsaki napravi. Vsebuje predlogo za prvo stran z lastnimi gradniki, tipografijo, stil za večino tipov prispevka na seznamu kot na enojnem pogledu ter predlogo brez stranske vrstice. Prikrojite si jo z vašim menijem, glavo in ozadjem."
"the WordPress team","Ekipa WordPress"
"Front Page Template","Predloga prve strani"
"Invalid user ID.","Neveljaven ID uporabnika."
"Embeds","Vstavki"
"Uploading Files","Nalaganje datotek"
"Store uploads in this folder","Shrani prenesene datoteke v to mapo"
"Default is <code>wp-content/uploads</code>","Privzeto je <code>wp-content/uploads</code>"
"Full URL path to files","Celoten URL poti do datotek"
"Configuring this is optional. By default, it should be blank.","Nastavitev tega ni nujna. Privzeto je prazna."
"Organize my uploads into month- and year-based folders","Uredi prenesene datoteke v mape po mesecih in letih"
"Permalink Settings","Nastavitve trajnih povezav"
"Permalinks are the permanent URLs to your individual pages and blog posts, as well as your category and tag archives. A permalink is the web address used to link to your content. The URL to each post should be permanent, and never change &#8212; hence the name permalink.","Stalne povezave so stalni URLji do vaših strani in prispevkov, kot tudi značk in kategorij. Stalna povezave je spletni naslov, kateri se uporablja kot povezava do vaše vsebine. URL do vsekega prispevka se naj ne bi spreminjal, zato uporabljamo Stalne povezave."
"This screen allows you to choose your default permalink structure. You can choose from common settings or create custom URL structures.","Ta pogled vam omogoča, da izberete privzeto strukturo stalnih povezav. Lahko izbirate med pogostimi nastavitvami ali pa izdelate svoje."
"Common Settings","Pogoste Nastavitve"
"Many people choose to use &#8220;pretty permalinks,&#8221; URLs that contain useful information such as the post title rather than generic post ID numbers. You can choose from any of the permalink formats under Common Settings, or can craft your own if you select Custom Structure.","Mnogi se odločijo za &#8220;lepe stale povezave,&#8221; katere vsebujejo uporabne podatke kot naslov, za razliko od generičnega ID-ja. Izberete lahko med vsemi formati iz Pogostih formatov, lahko pa tudi izdelate lastno strukturo."
"If you pick an option other than Default, your general URL path with structure tags, terms surrounded by <code>%s</code>, will also appear in the custom structure field and your path can be further modified there.","Z možnostjo drugačno kot Privzeto, se URL pot s strukturo značk, izrazov okrog <code>%s</code> tudi pokaže v polju po meri. In tu se lahko spreminja naprej."
"When you assign multiple categories or tags to a post, only one can show up in the permalink: the lowest numbered category. This applies if your custom structure includes <code>%scategory%s</code> or <code>%stag%s</code>.","Če prispevku določite več kategorij ali značk se v trajni povezavi pokaže samo ena - kategorija z najnižjo številko. To velja, če polja po meri vsebujejo <code>%scategory%s</code> ali <code>%stag%s</code>."
"Custom Structures","Strukture po meri"
"The Optional fields let you customize the &#8220;category&#8221; and &#8220;tag&#8221; base names that will appear in archive URLs. For example, the page listing all posts in the &#8220;Uncategorized&#8221; category could be <code>/topics/uncategorized</code> instead of <code>/category/uncategorized</code>.","Nepovezna polja omogočajo spreminjanje osnovnih imen &#8220;kategorij&#8221; in &#8220;značk&#8221; ki se pojavijo v arhivskih URL. Na primer seznam strani v kategoriji &#8220;Nekategorizirano&#8221; je lahko v <code>/topics/uncategorized</code> namesto v <code>/category/uncategorized</code>."
